,upgenes
320,SIRPB2
321,ZNF774
322,LCE1B
323,GM2A
324,KIAA1211L
325,ANXA4
326,LCE1C
327,GAL3ST4
328,CYSRT1
329,C5AR1
330,GSTK1
331,RAB40C
332,SERPINB2
333,SERPINB13
334,AC011450.1
335,FAM49A
336,RYR2
337,F5
338,PLXNB3
339,CD247
340,SHISA4
341,L1CAM
342,CAPN8
343,RNF39
344,TBC1D8
345,AC007389.1
346,TECPR1
347,MUC19
348,KLRC2
349,MT-RNR2
350,KCTD11
351,LINC00887
352,PLEKHM1P1
353,SH3D21
354,FER1L6
355,FAM66B
356,ANKRD20A11P
357,ARHGAP27P1-BPTFP1-KPNA2P3
358,RPL21P28
359,BTBD19
360,C10orf55
361,TINCR
362,CCDC18-AS1
363,LINC01707
364,AL023754.1
365,FAM66E
366,P3H2-AS1
367,AL442071.1
368,AL353608.2
369,RBMY1J
370,AC092167.1
371,AL512288.1
372,AL162584.1
373,AC239727.1
374,CYP4F29P
375,LINC01768
376,AL845321.1
377,MIR34AHG
378,HOTAIR
379,PMS2P7
380,KCNQ5-AS1
381,AL139161.1
382,AL391863.1
383,LINC00484
384,AL035665.1
385,AC009245.1
386,MIR205HG
387,SPRY4-AS1
388,AL445426.1
389,AC007388.1
390,AC234772.2
391,LINC01819
392,LINC01031
393,LINC02576
394,CYP1B1-AS1
395,AC015923.1
396,LINC01191
397,AL139042.1
398,AC002064.2
399,LINC01759
400,LINC01239
401,ANKRD65
402,ZSCAN31
403,AC007562.1
404,AL355472.2
405,AC023274.2
406,LINC01376
407,SUCLG2P2
408,AL732372.2
409,AL138828.1
410,AC092422.1
411,FLG-AS1
412,BX470102.1
413,LINC02006
414,AC068760.1
415,MAGI1-AS1
416,BX664727.3
417,RPL15P2
418,HIST2H2BB
419,RPL36A
420,LINC00882
421,AC113398.1
422,AC018638.4
423,AC004967.1
424,LINC01322
425,PBX2P1
426,LINC02086
427,PTCHD4
428,CXXC4-AS1
429,AC024896.1
430,FAM198B-AS1
431,AC012613.1
432,NPHP3-AS1
433,AC079226.2
434,FMN1
435,LINC02405
436,VCAN-AS1
437,LINC00536
438,AC008592.1
439,AC068580.4
440,AC097658.2
441,AC097478.1
442,AC008565.1
443,AC108062.1
444,LINC02482
445,RNA5SP481
446,AC022784.3
447,AC037486.1
448,AC067930.3
449,AL591684.2
450,AC069287.3
451,RAB44
452,AP002892.1
453,AC115676.1
454,AL590560.1
455,URB1-AS1
456,AC135586.2
457,AC016746.1
458,AC091078.1
459,AC025423.4
460,LINC02407
461,LINC-ROR
462,LRP1-AS
463,
464,AC122108.1
465,LINC02345
466,AC021739.4
467,AC243562.2
468,SH3RF3-AS1
469,ERVK13-1
470,AP003071.1
471,AL031058.1
472,AL845331.3
473,AC022872.1
474,
475,AC129492.3
476,AC124254.1
477,AC010754.1
478,CYP4F35P
479,TXNIP
480,AC098850.3
481,AC023855.1
482,AC007785.1
483,AC011523.1
484,RAET1E-AS1
485,IGFL2-AS1
486,
487,MTRNR2L12
488,AC011510.1
489,ZNF559-ZNF177
490,AL353593.3
491,AC027020.2
492,AC135457.1
493,AC004982.2
494,AC093865.1
495,AC073957.3
496,AC012510.1
497,RNA5-8SN2
498,AC211476.3
499,LINC02334
500,AL121772.1
501,
502,RNA5-8SN5
503,AL109804.1
504,AL161431.1
505,AL162731.1
506,
507,
508,AC211476.4
509,
510,
511,FP325317.1
512,AL731556.2
513,AC020765.4
514,CR381653.2
515,
516,SNX18P12
517,AC018629.1
518,AC244517.11
519,CU639417.4
520,FP236383.2
521,FP236383.3
