,dwgenes
323,ZNF507
324,CHRNA5
325,HNRNPF
326,OTUD3
327,CNTROB
328,SIMC1
329,SIX2
330,RIOX2
331,PAQR8
332,JAGN1
333,NETO2
334,SHCBP1
335,CXXC5
336,MTBP
337,HPSE
338,CKS1B
339,SMARCC1
340,SLCO2A1
341,CSRP2
342,EIF1AD
343,B3GNTL1
344,UNC119B
345,LMNB2
346,POLE
347,NECTIN3
348,BOLA1
349,BEND3
350,KCTD12
351,SNX18
352,HES7
353,FJX1
354,GPR157
355,RPH3AL
356,ZBTB2
357,FANCB
358,GINS3
359,RAD51B
360,NXPH4
361,BCOR
362,HMCES
363,KMT5A
364,HIST2H2AB
365,AMER1
366,HIST2H2BE
367,PTRHD1
368,BRI3BP
369,FAM212A
370,ZNF696
371,KCNQ5
372,ZNF566
373,MARC1
374,BTN3A2
375,KIF24
376,QRFPR
377,FANCA
378,ARHGAP11B
379,HS6ST1P1
380,CENPP
381,H2AFX
382,ZNF567
383,XRCC2
384,AC009022.1
385,SNHG17
386,HIST1H2AG
387,CTBP1-AS2
388,RAD54B
389,AC008543.1
390,MCMBP
391,SNHG12
392,SIRPA
393,PRIM1
394,FAM169A
395,CHAMP1
396,ARHGAP11A
397,SMC5
398,BHLHB9
399,HIST2H2BF
400,ZDHHC18
401,LSM 2.00
402,MT-TD
403,NPM1P32
404,HNRNPA3P6
405,DNAJC9
406,DDX12P
407,LINC00339
408,BMPR1APS1
409,
410,MDC1-AS1
411,PDIA3P2
412,SBDSP1
413,UQCRFS1P1
414,AC099066.2
415,Z94721.1
416,AC073050.1
417,CELSR3-AS1
418,HDAC2-AS2
419,LIMD1-AS1
420,AL356056.2
421,TRAF3IP2-AS1
422,LSM12P1
423,AL512844.1
424,HIST1H2BN
425,AL513165.1
426,FAM133B
427,EIF5AP4
428,AL354733.3
429,ADAM21P1
430,AC078777.1
431,AL358115.1
432,PAXBP1-AS1
433,MKRN4P
434,COX19
435,AP001992.1
436,HSPA8P9
437,LINC00893
438,PWP2
439,PEG10
440,SIAH2-AS1
441,AC008443.2
442,HMGA1P2
443,AC097534.1
444,AC104116.1
445,GMPSP1
446,AC079160.1
447,AC125807.2
448,AL365275.1
449,AC100849.1
450,AC104316.1
451,AC013643.2
452,AC012349.1
453,AP003086.2
454,AC067930.3
455,
456,SNHG1
457,AP003721.1
458,AC084033.3
459,AC067735.1
460,LINC00641
461,PRC1-AS1
462,AC023024.1
463,EFL1P1
464,AC106738.1
465,ULK4P2
466,AC003102.1
467,AC013640.1
468,AC012435.2
469,AC110285.2
470,AC138761.1
471,AC015674.1
472,LINC01909
473,AC012213.3
474,AC016205.1
475,FAM156A
476,AC003006.1
477,AC010336.5
478,AC004817.3
479,AL513318.2
480,AC005696.2
481,EPOP
482,HIST1H3B
483,FP565260.1
484,CU633906.1
485,HIST1H2BH
486,U2AF1L5
487,UHRF1
488,CU633904.1
489,AC004076.2
490,FP565260.3
491,HIST1H2BF
492,HIST1H3F
493,MYO19
494,HIST1H4B
495,MCM8-AS1
496,CEP83-AS1
497,LINC01670
498,AC007383.4
499,CU638689.5
500,AC010487.3
