,upgenes
143,UBXN7-AS1
144,MIR4797
145,DLG1-AS1
146,CTBP1-AS
147,HAUS3
148,GRK4
149,DOK7
150,STX18-IT1
151,AFAP1-AS1
152,MIR3138
153,MIR218-1
154,KLB
155,COMMD8
156,LOC101927237
157,CENPC
158,CXCL8
159,HNRNPDL
160,SLC9B1
161,ARHGEF38
162,NPNT
163,NOCT
164,C4orf51
165,SLC10A7
166,GK3P
167,LOC100506688
168,NKD2
169,LINC02226
170,LINC02111
171,C1QTNF3-AMACR
172,GDNF-AS1
173,OXCT1-AS1
174,ZSWIM6
175,LOC731157
176,ADGRV1
177,ARRDC3-AS1
178,LINC01340
179,EPB41L4A
180,SEMA6A-AS1
181,ZNF474
182,LOC100505841
183,IRF1
184,EGR1
185,SNORD63B
186,LRRTM2
187,HBEGF
188,SPRY4
189,SPRY4-IT1
190,LINC01844
191,LOC102546294
192,MIR145
193,CSF1R
194,CTB-113P19.1
195,NIPAL4
196,DUSP1
197,BNIP1
198,N4BP3
199,CTC-338M12.4
200,GMDS-AS1
201,LOC101927730
202,CAGE1
203,NEDD9
204,LOC100506885
205,ID4
206,IER3
207,LINC00243
208,MIR6832
209,MPIG6B
210,SLC44A4
211,CYP21A1P
212,MIR6835
213,RPS10
214,MIR7111
215,TULP1
216,DINO
217,PIM1
218,FOXP4-AS1
219,LOC401261
220,LOC101929705
221,CENPQ
222,RPS16P5
223,LINC00472
224,SNORD156
225,GABRR2
226,LOC101929057
227,BVES-AS1
228,CCDC162P
229,LOC101927919
230,TARID
231,LOC101928231
232,ZBTB2
233,MIR4466
234,SYNJ2-IT1
235,LOC729603
236,HRAT92
237,LFNG
238,LOC221946
239,RPA3
240,VWDE
241,IL6
242,LINC01176
243,KBTBD2
244,INHBA-AS1
245,POLR2J4
246,MIR6837
247,MYO1G
248,UPP1
249,SNORA15
250,MIR4284
251,GTF2IRD2_dup1
252,SPDYE5
253,DMTF1
254,MTERF1
255,MIR106B
256,ZAN
257,MIR3666
258,KCND2
259,ING3
260,ZNF800
261,MIR29A
262,LINC-PINT_dup1
263,EPHA1
264,CTAGE8
265,LOC101927914
266,USP17L1
267,FAM66E
268,LOC392196
269,SFTPC
270,MIR320A
271,EGR3
272,LOC100507156
273,NKX3-1
274,CHRNA2
275,SMIM18
276,LSM1
277,C8orf86
278,SNORD87
279,CRISPLD1
280,HEY1
281,PDP1
282,KLF10
283,MED30
284,LOC105375734
285,TRIB1
286,MYC
287,MIR1205
288,ARC
289,SNORD149
290,WDR97
291,C9orf66
292,CDC37L1-AS1
293,ARID3C
294,LOC101926948
295,ZBTB5
296,FAM27B
297,KLF9
298,C9orf47
299,GADD45G
300,LOC101929748
301,MIRLET7DHG
302,PCAT7
303,TMOD1
304,TNFSF8
305,MIR181A2HG
306,WDR38
307,SLC25A25
308,MIR199B
309,C9orf106
310,C9orf50
311,LOC100272217
312,MIR6877
313,SNORD36A
314,COL5A1-AS1
315,FAM166A
316,IDI2-AS1
317,LINC00200
318,ADARB2
319,PITRM1-AS1
320,HSPA14
321,CUBN
322,ARL5B
323,GOLGA2P6
324,MAP3K8
325,EPC1
326,LOC101929431
327,PARD3-AS1
328,MIR3611
329,LOC283028
330,AGAP9_dup2
331,EGR2
332,NRBF2
333,JMJD1C-AS1
334,SNORD98
335,MIR4676
336,FAS-AS1
337,CYP26C1
338,SFRP5
339,MIR4685
340,KCNIP2-AS1
341,PPRC1
342,PSD
343,CYP17A1
344,NEURL1
345,LOC101927472
346,DUSP5
347,NANOS1
348,SCART1
349,SYT8
350,HBG2
351,SNORA3B
352,LOC101928053
353,MIR6124
354,LDHAL6A
355,SPTY2D1-AS1
356,LOC100126784
357,C11orf96
358,TSPAN18
359,ZNF408
360,F2
361,LRP4-AS1
362,MYBPC3
363,FNBP4
364,LOC283194
365,MIR611
366,MIR1908
367,LOC105369332
368,KCNK4
369,PYGM
370,MIR194-2HG
371,MIR6750
372,TALAM1
373,MIR4489
374,OVOL1
375,FOSL1
376,CLCF1
377,MRGPRF-AS1
378,PHOX2A
379,PDE2A
380,LOC101928837
381,MIR1304
382,LOC101928940
383,BUD13
384,LOC100652768
385,SCN2B
386,LOC100131626
387,CCDC84
388,MIR100HG
389,LOC101929340
390,SENCR
391,LOC100507424
392,GUCY2C
393,ERP27
394,FGFR1OP2
395,PTHLH
396,DENND5B-AS1
397,BICD1
398,NR4A1
399,OR7E47P
400,SOAT2
401,PCBP2-OT1
402,LOC102724050
403,LOC105369781
404,NAB2
405,LRP1-AS
406,STAC3
407,ZDHHC17
408,LOC728084
409,DUSP6
410,PMCH
411,ASCL1
412,CFAP73
413,B3GNT4
414,USP12-AS1
415,USP12-AS2
416,CCDC169
417,ALG5
418,FREM2
419,MIR17HG
420,LOC101929718
421,NDRG2
422,CARMIL3
423,EGLN3
424,NFKBIA
425,MIA2
426,LINC01588
427,VCPKMT
428,FRMD6-AS1
429,CGRRF1
430,DACT1
431,LOC101927780
432,HIF1A-AS2
433,ZBTB1
434,LOC100289511
435,MIR4505
436,FOS
437,SNORD113-4
438,SNORD114-10
439,SNORD114-20
440,SNORD114-21
441,MIR381
442,LOC107984640
443,ADSSL1
444,SNORD116-14
445,SNORD116-21
446,SNORD116-27
447,LOC100131315
448,CHRM5
449,EHD4-AS1
450,LOC101928414
451,GABPB1-AS1
452,C15orf65
453,LOC101929076
454,PARP6
455,LOC283731
456,MEX3B
457,LINC01586
458,PRC1-AS1
459,LYSMD4
460,LOC100134368
461,SNORA10
462,MIR4516
463,RAB26
464,BICDL2
465,MMP25-AS1
466,GLIS2-AS1
467,TVP23A
468,MIR365A
469,MIR3180-4
470,DNAH3
471,RRN3P3
472,FLJ21408
473,SMG1P2
474,ZNF267
475,CRNDE
476,PDXDC2P-NPIPB14P
477,LOC105371328
478,SYCE1L
479,FLJ30679
480,LINC02182
481,MIR22HG
482,LOC101927911
483,P2RX5-TAX1BP3
484,RNASEK
485,TMEM95
486,TNK1
487,KDM6B
488,TMEM88
489,LOC284023
490,PER1
491,SLC25A35
492,TMEM220
493,TMEM220-AS1
494,MGC12916
495,TBC1D26
496,LRRC75A
497,MIR33B
498,CCDC144CP
499,KRT18P55
500,SNORD4A
501,SNORD4B
502,LOC101927018
503,CDK5R1
504,CCL1
505,MMP28
506,SNORA90
507,MIR6779
508,MIR548AT
509,LOC105371789
510,RUNDC3A
511,MAP3K14-AS1
512,MAP3K14
513,LOC105371814
514,LOC102724596
515,LOC284080
516,TMEM92
517,VMP1
518,LOC100287042
519,SPHK1
520,SRSF2
521,LOC105371907
522,SOCS3
523,DNAH17
524,TMEM105
525,LOC104968399
526,TGIF1
527,VAPA
528,GATA6-AS1
529,WBP11P1
530,ELOA2
531,SMAD7
532,SNORD58A
533,GZMM
534,AZU1
535,MIDN
536,CIRBP-AS1
537,LOC100288123
538,GADD45B
539,CELF5
540,LOC100128568
541,MIR6885
542,MIR6791
543,PRR36
544,ZNF699
545,ZNF559
546,MIR4322
547,ANGPTL8
548,ZNF878
549,JUNB
550,IER2
551,LOC284454
552,MIR27A
553,MIR23A
554,UNC13A
555,LOC102725254
556,GDF15
557,MIR3189
558,HAPLN4
559,ATP4A
560,LGALS4
561,CCER2
562,ZFP36
563,MIR4530
564,SERTAD1
565,SERTAD3
566,EGLN2
567,MIR4323
568,CNFN
569,LOC284344
570,MIR8085
571,MIR330
572,PPP5D1
573,DACT3-AS1
574,NOP53-AS1
575,PLA2G4C-AS1
576,DHDH
577,ADM5
578,SPACA6P-AS
579,MIR6801
580,TNNI3
581,SYT5
582,MIR6804
583,IL11
584,NRSN2-AS1
585,SNORD119
586,FASTKD5
587,NDUFAF5
588,NXT1
589,ID1
590,MIR3193
591,DLGAP4-AS1
592,PLCG1-AS1
593,OSER1
594,LOC100131496
595,SNORD12B
596,SNAI1
597,UBE2V1
598,LINC01271
599,CYP24A1
600,PFDN4
601,TUBB1
602,OGFR-AS1
603,BACH1
604,ETS2
605,SNORA91
606,ZNF295-AS1
607,U2AF1L5
608,COL18A1-AS2
609,LOC101928796
610,MCM3AP-AS1
611,SERPIND1
612,MIR301B
613,RSPH14
614,DRICH1
615,UPB1
616,HORMAD2-AS1
617,LIF
618,PISD
619,MIR3909
620,MIR6819
621,SSTR3
622,LGALS2
623,LOC101927051
624,BAIAP2L2
625,MAFF
626,SNORD43
627,TNFRSF13C
628,SERHL
629,LOC730668
630,PRR34-AS1
631,PIM3
632,RAB9A
633,ZNF674-AS1
634,MIR6895
635,MIR98
636,FRMD8P1
637,CITED1
638,ALG13
639,PLS3-AS1
640,MIR542
641,MIR503HG
642,LINC00632
643,TREX2
644,HCFC1-AS1
645,ZFY
