,dwgenes
811,GPR3
812,SLC35C1
813,RTKN2
814,MGAT4C
815,B4GALNT4
816,KCNJ14
817,NXPH4
818,DDX28
819,AFMID
820,JRKL
821,PSMG1
822,HIST2H3D
823,ALYREF
824,TRAIP
825,FOXL2
826,ZNF703
827,LIN9
828,IQGAP3
829,SNRNP35
830,CMSS1
831,OAF
832,HIST2H2AC
833,HIST2H2AB
834,HIST1H1B
835,THAP7
836,KNTC1
837,XPOT
838,CDCA2
839,HIST2H2BE
840,SEPT5
841,BRI3BP
842,BRF1
843,NELFA
844,MANEAL
845,HIST1H2BL
846,UBALD2
847,ATP6V0A2
848,PARPBP
849,SLC52A2
850,POMK
851,KIF18B
852,SAPCD2
853,KDM4D
854,TOR3A
855,CA5BP1
856,TMEM212
857,FAM86B1
858,HPDL
859,KATNA1
860,KIF24
861,ZNF732
862,QRFPR
863,RPS19BP1
864,LYPD6
865,TCEA1
866,FANCA
867,MCRS1
868,EIF4EBP1
869,MAPK12
870,PRKAR1B
871,H2AFX
872,C19orf54
873,SRSF10
874,FBF1
875,GJB3
876,ALKBH2
877,FAM111B
878,SF3B3
879,LIN54
880,ZNF724
881,FAM217B
882,TUBB
883,NIF3L1
884,NTNG2
885,WDR5
886,LONP1
887,ASB13
888,HIST1H2AI
889,SNHG17
890,HIST1H2AG
891,HIST3H2BB
892,ZNF398
893,SLC6A17
894,LRRC8B
895,HIST1H4J
896,BLM
897,GGT3P
898,MCMBP
899,ATAD3A
900,HIST1H2BK
901,TEAD4
902,SNHG12
903,GRK6
904,PRIM1
905,NUP62CL
906,ZNF544
907,TFDP1
908,NRARP
909,TUSC1
910,GK
911,ARHGAP11A
912,PRC1
913,C1orf174
914,RNU5E-1
915,RN7SKP230
916,MSTO2P
917,HIST2H3C
918,HIST2H2BF
919,HSPA1L
920,ABCF1
921,MZT1
922,FBXO48
923,C12orf73
924,AL359878.1
925,RP9P
926,RNVU1-15
927,MT-TK
928,KLHL23
929,MXD3
930,EMP2
931,YBX1P10
932,NUDT19
933,PTMAP5
934,C19orf38
935,PPME1
936,IFRD2
937,DDX12P
938,NEURL4
939,AC141586.1
940,CBX3P9
941,AL136116.3
942,HIST1H2APS4
943,TUBB8P2
944,PTMAP3
945,FANCG
946,AL138733.1
947,AF230666.1
948,AC007255.1
949,MDC1-AS1
950,AC007387.1
951,OPA1-AS1
952,PPP1R26-AS1
953,SBDSP1
954,HCG4P11
955,AL121574.1
956,AL161452.1
957,AL109811.1
958,ERVMER34-1
959,LMCD1-AS1
960,AL080276.2
961,THAP12P3
962,AC097263.1
963,TNKS2-AS1
964,LINC01128
965,AL356479.1
966,HNRNPA1P8
967,AL807752.2
968,AC079305.3
969,EEF1DP3
970,YWHAZP3
971,
972,MORF4L2-AS1
973,AL162377.1
974,MTND5P15
975,TRAF3IP2-AS1
976,AL357375.1
977,LARS2-AS1
978,AC135050.1
979,MIPEPP3
980,Z83844.2
981,AL133480.1
982,HIST1H2BN
983,RNASEH1-AS1
984,MCIDAS
985,MAPKAPK5-AS1
986,AF241728.1
987,
988,AC244035.2
989,BX088651.4
990,FOXD2-AS1
991,KIFC1
992,AC009133.1
993,ALG1L6P
994,C21orf91-OT1
995,AC007688.1
996,P2RY11
997,SIAH2-AS1
998,SNHG6
999,AC100861.1
1000,AL157938.3
1001,AP000487.1
1002,PGAM5
1003,LY6E-DT
1004,LINC02355
1005,AC104066.1
1006,MTATP6P1
1007,AC079594.2
1008,HAUS5
1009,CCT5P1
1010,GMPSP1
1011,AC138965.2
1012,AC091887.1
1013,AC009812.1
1014,AC079098.1
1015,STAU2-AS1
1016,AC083973.1
1017,PRKDC
1018,LINC02365
1019,PABPC4L
1020,MEX3A
1021,AP001318.2
1022,AP003110.1
1023,TOLLIP-AS1
1024,
1025,AC023946.1
1026,SNHG1
1027,AC131009.1
1028,SUPT16HP1
1029,AC141557.1
1030,AP000777.3
1031,AC089999.1
1032,AC025257.1
1033,AC011611.3
1034,LINC01481
1035,AC023310.1
1036,SRP54-AS1
1037,PRC1-AS1
1038,AL121694.1
1039,AL359397.1
1040,AL137191.1
1041,AC087632.1
1042,AC011921.1
1043,AC023355.1
1044,AC012640.2
1045,AC025259.3
1046,AC009133.2
1047,AC008741.1
1048,AL133338.1
1049,AC107871.1
1050,AC008074.3
1051,AC111152.3
1052,AC092115.1
1053,AC126696.2
1054,AL035071.2
1055,AL118516.1
1056,AC092142.1
1057,BOP 1.00
1058,AC008870.3
1059,AC092115.2
1060,AC012213.2
1061,AC138932.3
1062,AL353708.2
1063,AC108134.2
1064,AC139530.1
1065,AC009716.1
1066,AC015563.2
1067,AC090772.2
1068,AC090912.1
1069,AC233702.7
1070,AP001025.1
1071,MIR4482
1072,ASB16-AS1
1073,AC005837.2
1074,AC005306.1
1075,AC087289.2
1076,AC091551.1
1077,AC009005.1
1078,MIR4453HG
1079,AC008894.2
1080,AC011466.3
1081,AC010320.4
1082,GAS5-AS1
1083,AC046185.2
1084,HIST2H4A
1085,AC018647.2
1086,AL359504.2
1087,AC099343.3
1088,AL589666.1
1089,AC011337.1
1090,AC104187.1
1091,AC021321.1
1092,AL121944.1
1093,HIST2H2AA4
1094,U91328.1
1095,AL662797.1
1096,AC097468.3
1097,AC019069.1
1098,AC108673.3
1099,AC008264.2
1100,HIST1H4K
1101,ZNHIT3
1102,HIST1H2BM
1103,AL139089.1
1104,HIST1H2BG
1105,HIST1H3G
1106,RF00003
1107,HIST1H3B
1108,HIST1H2BE
1109,AC242843.1
1110,HIST1H2BO
1111,HIST1H2AH
1112,HIST1H4L
1113,HIST1H3I
1114,AATF
1115,HIST1H2BH
1116,HIST1H3A
1117,UHRF1
1118,HIST1H2AJ
1119,CR769775.3
1120,HIST1H2AE
1121,HIST1H4D
1122,HIST1H2BF
1123,HIST1H3F
1124,AC006449.6
1125,MYO19
1126,HIST1H2AB
1127,HIST1H4A
1128,HIST1H3H
1129,AC015813.6
1130,AC067930.6
1131,AC022400.8
1132,
1133,CU634019.6
1134,CU638689.4
1135,AC104447.1
1136,
1137,
1138,
1139,
1140,
1141,AL031777.3
